comment_id,parent_id,author,text,published,like_count,is_top_level,published_dt,text_length,type,cleaned_tokens
UgxhduwqxbBlJJDYHNx4AaABAg,root,@krasko6688,Clickbait,1725235200,0,,2024-09-02,9,Top-level,['clickbait']
UgyuoajJYTT5PaMMdHB4AaABAg,root,@IslamSheik-rq4ul,Camera design 👎,1725235200,0,,2024-09-02,15,Top-level,"['camera', 'design']"
UgxnfjXR3Vfb9Btq-Pp4AaABAg,root,@funk_u_1,Same same but same same 😂,1725235200,0,,2024-09-02,25,Top-level,[]
UgyFvaAwrmXZ15Z5tcd4AaABAg,root,@jada2041,Lol if the iphone 16 looks like these mock ups. Apple has officially ran out of designs,1725235200,0,,2024-09-02,87,Top-level,"['lol', 'iphone', 'look', 'like', 'mock', 'ups', 'apple', 'officially', 'ran', 'design']"
UgyFvaAwrmXZ15Z5tcd4AaABAg.A6AytoXIEyXA6VoZ84cz7H,UgyFvaAwrmXZ15Z5tcd4AaABAg,@akimbo899,Every company has,1725235200,0,,2024-09-02,17,Reply,"['every', 'company']"
UgyBkI3D9sCVhEymFOF4AaABAg,root,@Bama_80,My boy doesn't give two shits about this phone🤣🤣🤣 he's team ANDROID. Z fold 6 kinda guy!,1725235200,0,,2024-09-02,88,Top-level,"['boy', 'give', 'two', 'shit', 'phone', 'team', 'android', 'fold', 'kinda', 'guy']"
Ugy-3-WTPuY-yq8f2jN4AaABAg,root,@42O-q3p,Dog my 12 mini is the best phone for me small compact good screen fast great color too i will never pay 1k for a phone it’s just a waste for a slightly better camera speaking of camera the 12 is great for vid and pic,1725235200,0,,2024-09-02,216,Top-level,"['dog', 'mini', 'best', 'phone', 'small', 'compact', 'good', 'screen', 'fast', 'great', 'color', 'never', 'pay', 'phone', 'waste', 'slightly', 'better', 'camera', 'speaking', 'camera', 'great', 'vid', 'pic']"
Ugy2mkVR-T5wIBaEdV14AaABAg,root,@henniesalvadora7969,Apple wont last in the long run with how android phones are dominating the smartphone world,1725235200,0,,2024-09-02,91,Top-level,"['apple', 'wont', 'last', 'long', 'run', 'android', 'phone', 'dominating', 'smartphone', 'world']"
UgxdU2aTlePE2qrR6ql4AaABAg,root,@simpledanman,"As always,  apple is same old same old",1725235200,0,,2024-09-02,38,Top-level,"['always', 'apple', 'old', 'old']"
Ugw5URWNZ-PWitgst8V4AaABAg,root,@tedlessor3887,Nothing impressive unless the phone's battery can last 72 hours.,1725235200,0,,2024-09-02,64,Top-level,"['nothing', 'impressive', 'unless', 'phone', 'battery', 'last', 'hour']"
UgydLLAinTvGKbNw5EJ4AaABAg,root,@EhtishamTariqET,Batman's warehouse 😮😮😮😂❤,1725235200,0,,2024-09-02,24,Top-level,"['batman', 'warehouse']"
UgzcRLOxJ7GAnrpCogx4AaABAg,root,@killerclownsintown,"I remember when it used to be to be exciting to watch anything about iPhones, they all literally look the same for many years now. No cool factor just reuse of old phones.",1725235200,0,,2024-09-02,171,Top-level,"['remember', 'used', 'exciting', 'watch', 'anything', 'iphones', 'literally', 'look', 'many', 'year', 'cool', 'factor', 'reuse', 'old', 'phone']"
Ugz6zGkFU2iy_XhBc514AaABAg,root,@mauricionavarrete7208,i thought the screen was going to be bigger,1725235200,0,,2024-09-02,43,Top-level,"['thought', 'screen', 'going', 'bigger']"
UgyP0_xByTCXXijOjwx4AaABAg,root,@khulgarkudo,60hz phones in 2024 kekw what a electric waste,1725235200,0,,2024-09-02,46,Top-level,"['phone', 'kekw', 'electric', 'waste']"
UgwhwLFKvySVAp4eEll4AaABAg,root,@khulgarkudo,looks downgrade to me 15 is is much better design here and ofc more cheap and do everything for u,1725235200,0,,2024-09-02,97,Top-level,"['look', 'downgrade', 'much', 'better', 'design', 'ofc', 'cheap', 'everything']"
UgxB98uu1jiBr0O8zrx4AaABAg,root,@antoncarroll4,"Lew I felt Personally under attack with these amazing promos and yes I'm buying everything. You are a flipping ""Marketing Genius.""",1725235200,0,,2024-09-02,130,Top-level,"['lew', 'felt', 'personally', 'attack', 'amazing', 'promos', 'yes', 'buying', 'everything', 'flipping', 'marketing', 'genius']"
Ugx2zM_Imji4rbvUSDB4AaABAg,root,@theburt112,That new side button would probably feel good to use as a camera button tbh.  Edit. Or just to use in general while landscape mode now that I think about it.,1725235200,0,,2024-09-02,157,Top-level,"['new', 'side', 'button', 'would', 'probably', 'feel', 'good', 'use', 'camera', 'button', 'tbh', 'edit', 'use', 'general', 'landscape', 'mode', 'think']"
Ugy68N7hSVBNOWACoxV4AaABAg,root,@jayandroidj4185,samsung and apple combined,1725235200,0,,2024-09-02,26,Top-level,"['samsung', 'apple', 'combined']"
UgzveLUHa5iLbT1AV7p4AaABAg,root,@Jack-Rosenberg,Clipbait,1725235200,0,,2024-09-02,8,Top-level,['clipbait']
UgxB949pOiFwfiTXY994AaABAg,root,@cr7luiscabcan,Que precio tendrá el iPhone 16 pro 🤧,1725235200,0,,2024-09-02,36,Top-level,"['que', 'precio', 'tendr', 'iphone', 'pro']"
UgxLElVYJIZbxjUN6a54AaABAg,root,@FragRaptor,Lmao the camera looks more like a Samsung phone,1725235200,1,,2024-09-02,47,Top-level,"['lmao', 'camera', 'look', 'like', 'samsung', 'phone']"
UgzxTJ-TJ28oCd-P_2t4AaABAg,root,@teoman_evren,Wow revolution,1725235200,0,,2024-09-02,14,Top-level,"['wow', 'revolution']"
UgzwbLBD4K8OReslgrF4AaABAg,root,@NYCHOTBoy,Apple running out of ideas they should start taking idea suggestions from their buyers & ask us what would we like to see instead of giving us the same Dmn phone every year I would love that job .,1725235200,0,,2024-09-02,196,Top-level,"['apple', 'running', 'idea', 'start', 'taking', 'idea', 'suggestion', 'buyer', 'ask', 'would', 'like', 'see', 'instead', 'giving', 'dmn', 'phone', 'every', 'year', 'would', 'love', 'job']"
UgyeJsIKT834fCpUQip4AaABAg,root,@pervysage6969,😴,1725235200,0,,2024-09-02,1,Top-level,[]
UgwlyIN8e8Rdnhn01E54AaABAg,root,@simbayoung4757,The two camera set up looks way better and more matured. I’ve always hated those three cameras,1725235200,0,,2024-09-02,94,Top-level,"['two', 'camera', 'set', 'look', 'way', 'better', 'matured', 'always', 'hated', 'three', 'camera']"
UgyJVlWWPvSK7Ag3Y-l4AaABAg,root,@iamthestormthatisapproaching69,"All apple needs to do is release a ""new"" phone and jumpscare us with big text next to it saying, ""ai.""",1725235200,4,,2024-09-02,102,Top-level,"['apple', 'need', 'release', 'new', 'phone', 'jumpscare', 'big', 'text', 'next', 'saying']"
UgwF4uuJ2m1hnoX8sbB4AaABAg,root,@eddiesorbit,Raise your hand if u're gonna buy this thing.the noticeable changing and upgrade thing is just at box 15 to 16 word will print,1725235200,0,,2024-09-02,126,Top-level,"['raise', 'hand', 'gon', 'buy', 'thing', 'noticeable', 'changing', 'upgrade', 'thing', 'box', 'word', 'print']"
UgxwKNGFNWCboGVkcuh4AaABAg,root,@creamy_melon,"idk i like the camera layout, i've always liked them on samsung phones. the square cutout is not my style and cases look bad on them lol.",1725235200,0,,2024-09-02,137,Top-level,"['idk', 'like', 'camera', 'layout', 'always', 'liked', 'samsung', 'phone', 'square', 'cutout', 'style', 'case', 'look', 'bad', 'lol']"
Ugzv6F9otZ5bUVYVVLV4AaABAg,root,@ReissRichards-j9u,Cheaper for 15 pro max wen 16 out good news f for me,1725235200,0,,2024-09-02,52,Top-level,"['cheaper', 'pro', 'max', 'wen', 'good', 'news']"
UgxtaksNnf3F-EkCUZd4AaABAg,root,@justinlikesme19,I need that new iphone 16 pro max for my god damn cloud gaming its sub for my ipad m2,1725235200,0,,2024-09-02,85,Top-level,"['need', 'new', 'iphone', 'pro', 'max', 'god', 'damn', 'cloud', 'gaming', 'sub', 'ipad']"
UgzhaeTMRQrPZj4SnZJ4AaABAg,root,@miguelbarcelo9208,Looks like one of those vivo phones man,1725235200,0,,2024-09-02,39,Top-level,"['look', 'like', 'one', 'vivo', 'phone', 'man']"
UgznBPd23kvQYMIogbx4AaABAg,root,@Wrld____________________Eater,Clickbait video,1725235200,0,,2024-09-02,15,Top-level,"['clickbait', 'video']"
Ugyc4Oyfvemv3YFgtX54AaABAg,root,@MrBahaamohamed,I think they should make that new side button a fingerprint unlock button and a shutter if it's unlocked,1725235200,0,,2024-09-02,104,Top-level,"['think', 'make', 'new', 'side', 'button', 'fingerprint', 'unlock', 'button', 'shutter', 'unlocked']"
UgycbjpwNCIEjjKmW094AaABAg,root,@sabrinajohnson1528,Wow 😂looks like Samsung Android 😳 I'm sticking with my iPhone 15 plus ➕️,1725235200,1,,2024-09-02,72,Top-level,"['wow', 'look', 'like', 'samsung', 'android', 'sticking', 'iphone', 'plus']"
UgwWJ7ihV1tukAbLQZN4AaABAg,root,@tmat90-o8t,I like the vertical cameras and pink !!,1725235200,0,,2024-09-02,39,Top-level,"['like', 'vertical', 'camera', 'pink']"
Ugzy4EWos9N0Nx9Nznt4AaABAg,root,@artfartzy,Any latercase with kickstand ?,1725235200,0,,2024-09-02,30,Top-level,"['latercase', 'kickstand']"
UgzqLKbigh261CwHLWx4AaABAg,root,@dragannatricevic6634,Extra kupujem samo pro 😂,1725235200,0,,2024-09-02,24,Top-level,"['extra', 'kupujem', 'samo', 'pro']"
Ugxyhl6tMbYE-47v04x4AaABAg,root,@aftabs9440,people buy it for the logo and the logo is fainting 😂,1725235200,0,,2024-09-02,53,Top-level,"['people', 'buy', 'logo', 'logo', 'fainting']"
UgwGuQtC6zx9r7tHyPR4AaABAg,root,@my0.02cents,Samsung users right now 🤣🤣🤣🤣🤣🤣,1725235200,0,,2024-09-02,30,Top-level,"['samsung', 'user', 'right']"
UgxyGyGJSnp71hJlYvZ4AaABAg,root,@vaghatz,Oh no.... Bixby button is back....,1725235200,0,,2024-09-02,34,Top-level,"['bixby', 'button', 'back']"
UgwUma70fYTVl8E7Sj94AaABAg,root,@kaptainkc7415,It's fingerprint sensor,1725235200,0,,2024-09-02,23,Top-level,"['fingerprint', 'sensor']"
UgyAZxjChGSaMJgSCZF4AaABAg,root,@Jumax77,A case without an apple or a hole for apple logo is random,1725235200,0,,2024-09-02,58,Top-level,"['case', 'without', 'apple', 'hole', 'apple', 'logo', 'random']"
UgziP-gEKMUYTvZRe7t4AaABAg,root,@KulwinderPalSinghBrar,Mitutoyo Precision Measurements 🌟,1725235200,0,,2024-09-02,33,Top-level,"['mitutoyo', 'precision', 'measurement']"
UgyBOqwP7AQgUf856ex4AaABAg,root,@monkeyguy80,"I still liked & missed iPhone 3G, 3Gs & the iPhone 4 the Gripping & holding the phones ya! 😮‍💨",1725235200,0,,2024-09-02,94,Top-level,"['still', 'liked', 'missed', 'iphone', 'iphone', 'gripping', 'holding', 'phone']"
UgzzBkHyD5UqqaKXS2V4AaABAg,root,@a_raouf96,iPhone 11😂😂😂,1725235200,0,,2024-09-02,12,Top-level,['iphone']
Ugw0u3CS-9aWeTQIHGt4AaABAg,root,@Khayelihle_Buthelezi,"I love the newer models, I would love to have 16 Plus and 16 Pro Max",1725235200,0,,2024-09-02,68,Top-level,"['love', 'newer', 'model', 'would', 'love', 'plus', 'pro', 'max']"
UgzvV3VqS-vbIGlti_V4AaABAg,root,@Wiroe,"All these companies trying to push environmental friendliness, yet they still launch the same product as a “new” one every year",1725235200,0,,2024-09-02,127,Top-level,"['company', 'trying', 'push', 'environmental', 'friendliness', 'yet', 'still', 'launch', 'product', 'new', 'one', 'every', 'year']"
UgxYt77yzXHb-Y-0OQR4AaABAg,root,@jackinthebox1817,All the mistery every year for a phone that looks exactly the same for decades,1725235200,1,,2024-09-02,78,Top-level,"['mistery', 'every', 'year', 'phone', 'look', 'exactly', 'decade']"
Ugw97qEIC7-uXUxkoQB4AaABAg,root,@kingisaax4451,I think that button might be a fingerprint sensor 🤔,1725235200,1,,2024-09-02,51,Top-level,"['think', 'button', 'might', 'fingerprint', 'sensor']"
Ugzav5Ny_i-6Aw1M_1l4AaABAg,root,@varunvk3075,That’s 12 😂😂,1725235200,0,,2024-09-02,12,Top-level,[]
UgwXAsIzzUXnyoXHuZ54AaABAg,root,@varunvk3075,I made a  huge mistake by trading 13 pro max to 15 pro max😢,1725235200,2,,2024-09-02,59,Top-level,"['made', 'huge', 'mistake', 'trading', 'pro', 'max', 'pro', 'max']"
UgwXAsIzzUXnyoXHuZ54AaABAg.A6A4G8N0aXyA6RdIaN4w0I,UgwXAsIzzUXnyoXHuZ54AaABAg,@nwafboi751,You’re not exactly missing much,1725235200,1,,2024-09-02,31,Reply,"['exactly', 'missing', 'much']"
UgwDHQKGRvWAkH0X_ox4AaABAg,root,@sulabhabongale2047,Unbox therapy are going downfall,1725235200,0,,2024-09-02,32,Top-level,"['unbox', 'therapy', 'going', 'downfall']"
UgxrXdpxAXmaxL7eQhJ4AaABAg,root,@kennethkarlbriones8261,the additional button at the lower part is actually a dedicated camera shutter,1725235200,12,,2024-09-02,78,Top-level,"['additional', 'button', 'lower', 'part', 'actually', 'dedicated', 'camera', 'shutter']"
UgxrXdpxAXmaxL7eQhJ4AaABAg.A6A080CmJAoA7ImUcH2Tpc,UgxrXdpxAXmaxL7eQhJ4AaABAg,@nessesitoburrito8873,Why would yoy need an additional shutter button on the frame of the device when the ringer either volume button would always act as a shutter button by default across all platforms.,1725235200,1,,2024-09-02,181,Reply,"['would', 'yoy', 'need', 'additional', 'shutter', 'button', 'frame', 'device', 'ringer', 'either', 'volume', 'button', 'would', 'always', 'act', 'shutter', 'button', 'default', 'across', 'platform']"
UgxrXdpxAXmaxL7eQhJ4AaABAg.A6A080CmJAoA7TxQLtI1yf,UgxrXdpxAXmaxL7eQhJ4AaABAg,@_anonymous23802,"No, I feel like it's a fingerprint sensor. Apple were thinking of this idea for a very long time",1725235200,0,,2024-09-02,96,Reply,"['feel', 'like', 'fingerprint', 'sensor', 'apple', 'thinking', 'idea', 'long', 'time']"
Ugzqaw6yfY_ZmD90fkt4AaABAg,root,@tc_2ridgebacks38,I’ll stick with my iPhone 13 Mini. Nothing exciting about the iPhone 16 lineup. 🤷🏽‍♀️,1725235200,0,,2024-09-02,85,Top-level,"['stick', 'iphone', 'mini', 'nothing', 'exciting', 'iphone', 'lineup']"
UgzFLMAE1gsHdXgKgkF4AaABAg,root,@bandrew8040,Apple isn't very good at planning ahead.,1725235200,0,,2024-09-02,40,Top-level,"['apple', 'good', 'planning', 'ahead']"
UgyRey37o0AepTAh2Qp4AaABAg,root,@johnarvinsarno1937,Since 13 pro max. I dont feel the Pro max Anymore. 15 pro max for example. The camera is just like the 14 whilst the 13 pro max have better camera than the 14 pro max for me. Battery and Design Wise 13 pro max is still the best. I have 15 pro max and 13 pro max. and i mostly use my 13 pro max for pictures and 15 pro max just for my work and business 😂😂😂😂,1725235200,1,,2024-09-02,356,Top-level,"['since', 'pro', 'max', 'dont', 'feel', 'pro', 'max', 'anymore', 'pro', 'max', 'example', 'camera', 'like', 'whilst', 'pro', 'max', 'better', 'camera', 'pro', 'max', 'battery', 'design', 'wise', 'pro', 'max', 'still', 'best', 'pro', 'max', 'pro', 'max', 'mostly', 'use', 'pro', 'max', 'picture', 'pro', 'max', 'work', 'business']"
UgwEUtGacQ-Y23lk7sV4AaABAg,root,@yashwadhyani7214,can we order that mobile  case in india??,1725235200,0,,2024-09-02,41,Top-level,"['order', 'mobile', 'case', 'india']"
UgwzVzR01UVoFjDhEIF4AaABAg,root,@AHotHabanero,All the haters in the comments 😂,1725235200,0,,2024-09-02,32,Top-level,"['hater', 'comment']"
UgzIWU-rVeKk4hSh-tl4AaABAg,root,@moustafamohammed4306,Samsung is still the best ever  ❤,1725235200,0,,2024-09-02,33,Top-level,"['samsung', 'still', 'best', 'ever']"
UgxWRY_sEMQWoLsibgR4AaABAg,root,@DavisDreaming,New design? They have had the same notch sense iPhone x nothing new here,1725235200,0,,2024-09-02,72,Top-level,"['new', 'design', 'notch', 'sense', 'iphone', 'nothing', 'new']"
Ugz85a67R0p-xdRAHAd4AaABAg,root,@michelejp69,"The same as every other iteration of the iPhone, even though they tell us each year it’s the most powerful iPhone ever produced.",1725235200,0,,2024-09-02,128,Top-level,"['every', 'iteration', 'iphone', 'even', 'though', 'tell', 'year', 'powerful', 'iphone', 'ever', 'produced']"
UgwQdxDsVCQUnX8dvH14AaABAg,root,@windycity7816,That’s the capture button,1725235200,0,,2024-09-02,25,Top-level,"['capture', 'button']"
UgydPI_U_PzLnIernSF4AaABAg,root,@larsi1206,Have you added reverb on the vocal in post or is it the wearhouse?,1725235200,0,,2024-09-02,66,Top-level,"['added', 'reverb', 'vocal', 'post', 'wearhouse']"
UgxYyZqqhdNzPCcKY3J4AaABAg,root,@umarshar1,How it releases before launching,1725235200,1,,2024-09-02,32,Top-level,"['release', 'launching']"
UgxtsaBTE0joe4vsUot4AaABAg,root,@BigUpVideo,"Samsung = we are still # 1 , ha ha 😊",1725235200,0,,2024-09-02,36,Top-level,"['samsung', 'still']"
UgxEMMMUxM45RHE-Wvx4AaABAg,root,@Eden_Slapz,"I have the iPhone 13 Pro Max since launch, it’s now showing wear and tear from the speakers. It started sounding crunchy.",1725235200,1,,2024-09-02,121,Top-level,"['iphone', 'pro', 'max', 'since', 'launch', 'showing', 'wear', 'tear', 'speaker', 'started', 'sounding', 'crunchy']"
UgxA5siELpWUWgal7qt4AaABAg,root,@CHPandVentures,Correct me if I’m wrong but isn’t the 5G Antenna underneath the Lock/Siri button? Maybe it looks like a button because the material is different for said window and they weren’t worried about it on a dummy? Just a theory.,1725235200,0,,2024-09-02,221,Top-level,"['correct', 'wrong', 'antenna', 'underneath', 'lock', 'siri', 'button', 'maybe', 'look', 'like', 'button', 'material', 'different', 'said', 'window', 'worried', 'dummy', 'theory']"
UgyWM8VyB5emdYitoSd4AaABAg,root,@sethjoseph4382,Iphones are like prisons to me. IPhone takes control away from  it users.,1725235200,0,,2024-09-02,73,Top-level,"['iphones', 'like', 'prison', 'iphone', 'take', 'control', 'away', 'user']"
UgzoZ9lDI_1EQG3CfaZ4AaABAg,root,@brcrdsb,what a boring stuff.. reviewing of non-exist phones. Tech really don't have nothing to show us on these days..,1725235200,0,,2024-09-02,110,Top-level,"['boring', 'stuff', 'reviewing', 'non', 'exist', 'phone', 'tech', 'really', 'nothing', 'show', 'day']"
Ugx88N0hGNYlxDbwsgJ4AaABAg,root,@Lukieohello,Looks like the poco c65 👀,1725235200,0,,2024-09-02,25,Top-level,"['look', 'like', 'poco']"
UgxLGPKfe2uHFeFFovN4AaABAg,root,@manindersran8130,"Hlo bro I want to buy mobile to create videos with Person face change options on editing without going to third party apps which one provides this feature S24 ultra, iPhone 16pro max",1725235200,1,,2024-09-02,182,Top-level,"['hlo', 'bro', 'want', 'buy', 'mobile', 'create', 'video', 'person', 'face', 'change', 'option', 'editing', 'without', 'going', 'third', 'party', 'apps', 'one', 'provides', 'feature', 'ultra', 'iphone', 'pro', 'max']"
Ugys0_OvaeIjW7P9Ts94AaABAg,root,@promoadgjmptw,These are actual dummies for Case manufacturers,1725235200,0,,2024-09-02,47,Top-level,"['actual', 'dummy', 'case', 'manufacturer']"
UgwDc2bjxQbRbLBrp6F4AaABAg,root,@saidora2432,Samsung m35😂😂,1725235200,0,,2024-09-02,13,Top-level,['samsung']
UgyO7DW2vcCot4m8EF94AaABAg,root,@fpvdroneon,Why this guy stopped hating apple? 😂,1725235200,0,,2024-09-02,36,Top-level,"['guy', 'stopped', 'hating', 'apple']"
UgzwduAYOAe0KtL-JQZ4AaABAg,root,@imonthat3520,We want the phone but the phone doesn’t want u why buy a $1000 dollar phone just to get device banned on Snapchat it ain’t worth it Snapchat is one of the best camera apps for iPhone and snap just don’t care about you so why buy a 1000 dollar phone if I’m just gonna get banned on apps,1725235200,0,,2024-09-02,285,Top-level,"['want', 'phone', 'phone', 'want', 'buy', 'dollar', 'phone', 'get', 'device', 'banned', 'snapchat', 'worth', 'snapchat', 'one', 'best', 'camera', 'apps', 'iphone', 'snap', 'care', 'buy', 'dollar', 'phone', 'gon', 'get', 'banned', 'apps']"
UgzuJdnq4RypQZJG-GB4AaABAg,root,@TyresePeoples,it's a camera button. you'd think a tech reviewer w so many followers would've heard about that/done some actual research,1725235200,0,,2024-09-02,121,Top-level,"['camera', 'button', 'think', 'tech', 'reviewer', 'many', 'follower', 'would', 'heard', 'done', 'actual', 'research']"
UgwX27lejpoYUdcF64N4AaABAg,root,@kieferwickham9311,"I don’t think it’s an extra button, looks like it’s the same size and placement as the 5g antenna on the current phones.",1725235200,0,,2024-09-02,120,Top-level,"['think', 'extra', 'button', 'look', 'like', 'size', 'placement', 'antenna', 'current', 'phone']"
UgxnghB5KTAF85zg11h4AaABAg,root,@Doppo69,"Sigh, Another year to wait for innovation from Apple only waited the past 6+ years",1725235200,0,,2024-09-02,82,Top-level,"['sigh', 'another', 'year', 'wait', 'innovation', 'apple', 'waited', 'past', 'year']"
Ugx_ZXGUqxy9PM5CcyZ4AaABAg,root,@misterrandom888,Who tf uses apple ? It's a fruit.,1725235200,0,,2024-09-02,33,Top-level,"['us', 'apple', 'fruit']"
UgyrSydCe-U2gEGkw794AaABAg,root,@Valent_Nomad_vlog,"I have and use iPhone since almost 10 years but it became such a garbage. It is a shame with all charging issues, all memory management issues, and so frequent updates. It is not any value for money and I am thinking seriously to replace it with any other phone. They are losing me as a client ….",1725235200,0,,2024-09-02,296,Top-level,"['use', 'iphone', 'since', 'almost', 'year', 'became', 'garbage', 'shame', 'charging', 'issue', 'memory', 'management', 'issue', 'frequent', 'update', 'value', 'money', 'thinking', 'seriously', 'replace', 'phone', 'losing', 'client']"
UgzgHjz0hSlFT8hvd-N4AaABAg,root,@GavinMcC,I got to the iPhone 13 Pro and realised I don't need an upgrade every year or every 2 years.  The software is all the same so will prob wait to when iPhone 18 comes around before upgrading next.,1725235200,0,,2024-09-02,194,Top-level,"['got', 'iphone', 'pro', 'realised', 'need', 'upgrade', 'every', 'year', 'every', 'year', 'software', 'prob', 'wait', 'iphone', 'come', 'around', 'upgrading', 'next']"
UgzCj5MwDAXoMs2MVCJ4AaABAg,root,@nelsonferreira5796,iPhone 16 is awful.,1725235200,1,,2024-09-02,19,Top-level,"['iphone', 'awful']"
Ugz23I-s7bWHPpwjQlV4AaABAg,root,@TrendingBeats881,Boycott iPhone 16,1725235200,0,,2024-09-02,17,Top-level,"['boycott', 'iphone']"
UgzQem2GcNvwIu5n41F4AaABAg,root,@WomenEntrepreneur,"i have been using iphone 2, to 15 but 16… fuk apple for this junk",1725235200,0,,2024-09-02,65,Top-level,"['using', 'iphone', 'fuk', 'apple', 'junk']"
Ugzp7jsRb8lJwvkr9IR4AaABAg,root,@michaelchiayin351,Apply intelligent.. more like ChatGPT 😂,1725235200,0,,2024-09-02,39,Top-level,"['apply', 'intelligent', 'like', 'chatgpt']"
UgzDi8WblQ47AM6rF6F4AaABAg,root,@oscar-kibet,Camera setting close to the Samsung.,1725235200,0,,2024-09-02,36,Top-level,"['camera', 'setting', 'close', 'samsung']"
UgzDi8WblQ47AM6rF6F4AaABAg.A69_FkFBA49A74wjMizJV0,UgzDi8WblQ47AM6rF6F4AaABAg,@Just_a_random_birb,it is close to NOTHING phone and Iphone XS,1725235200,0,,2024-09-02,42,Reply,"['close', 'nothing', 'phone', 'iphone']"
UgyS1LJvMlXvNCPtTbJ4AaABAg,root,@bisoc4727,still waiting iphone 28 my lucky favorite number 😂,1725235200,0,,2024-09-02,50,Top-level,"['still', 'waiting', 'iphone', 'lucky', 'favorite', 'number']"
UgwIHl_y1Wpu-AZ4Bv94AaABAg,root,@Vitalii_Safronov,I am on SE 3 and stick to it. Screw those bricks!,1725235200,0,,2024-09-02,49,Top-level,"['stick', 'screw', 'brick']"
Ugw0L8MO6z8TuycOP994AaABAg,root,@Senseofear,I love the layout about 16 series of this Iphone,1725235200,0,,2024-09-02,48,Top-level,"['love', 'layout', 'series', 'iphone']"
UgyARTv20U5vF-KAMr54AaABAg,root,@yeswanthkumar2469,I need OnePlus 7 case to purchase is it available 😢😢 i really want to buy for my mobile,1725235200,0,,2024-09-02,87,Top-level,"['need', 'oneplus', 'case', 'purchase', 'available', 'really', 'want', 'buy', 'mobile']"
UgwABWGMTkAQVNoxQfl4AaABAg,root,@dododog6,I’m glad the shitty diagonal camera is gone,1725235200,0,,2024-09-02,43,Top-level,"['glad', 'shitty', 'diagonal', 'camera', 'gone']"
UgxM6-fxIV416bdHiXd4AaABAg,root,@THEREALANTISOCIAL,I still have the 8 Pro so yea I will be upgrading to the 16.,1725235200,0,,2024-09-02,60,Top-level,"['still', 'pro', 'yea', 'upgrading']"
UgwX4EpZ_REYprLt8KZ4AaABAg,root,@raaintelfer7866,I phone need some innovative help form d other brands,1725235200,0,,2024-09-02,53,Top-level,"['phone', 'need', 'innovative', 'help', 'form', 'brand']"
UgytjpivO77hL3CbUAV4AaABAg,root,@jeevankaushaldeepati973,It would be cool if the new button could also be used as a trigger in shooting games,1725235200,0,,2024-09-02,84,Top-level,"['would', 'cool', 'new', 'button', 'could', 'also', 'used', 'trigger', 'shooting', 'game']"
UgzJF-7yvZ8D1p4K2LJ4AaABAg,root,@RUSTY5078,Aluminium. Why do you say Aluminum?  America wrecked the English language. 😂,1725235200,0,,2024-09-02,76,Top-level,"['aluminium', 'say', 'aluminum', 'america', 'wrecked', 'english', 'language']"
UgwYjA41Ug2dPYB2yit4AaABAg,root,@KimjongUn-008,Apple should eat android's ass,1725235200,0,,2024-09-02,30,Top-level,"['apple', 'eat', 'android', 'as']"
UgwZFc3MeImuBd5HrMB4AaABAg,root,@ViratKohli-gv5iw,Rotate camera angel every year  😢,1725235200,1,,2024-09-02,33,Top-level,"['rotate', 'camera', 'angel', 'every', 'year']"
UgzXnR3T2cdwlJKv5Op4AaABAg,root,@Galbnsulistioy,"yeah..., same what we expect 😞",1725235200,0,,2024-09-02,30,Top-level,"['yeah', 'expect']"
UgzTT9gGPFN9QkALzkB4AaABAg,root,@mza472,This like a Huawei. I wonder why?,1725235200,0,,2024-09-02,33,Top-level,"['like', 'huawei', 'wonder']"
UgwedTH7_5RjQaYWcJt4AaABAg,root,@andresm5087,Apple added a BIXBY button to the new iphones,1725235200,0,,2024-09-02,45,Top-level,"['apple', 'added', 'bixby', 'button', 'new', 'iphones']"
UgzZkZfSscWT-EJKelF4AaABAg,root,@pokefunzone2023,BOYCOTT APPLE TO SAVE PEOPLE’S LIVES,1725235200,1,,2024-09-02,36,Top-level,"['boycott', 'apple', 'save', 'people', 'life']"
UgwIHUx70l6BtIMNd3p4AaABAg,root,@kirilukov1887,This model will be disastrous like other new models.IOS 18 totally crap nothing works properly and usb-c type the worst connection in the history of this type of connection.,1725235200,0,,2024-09-02,173,Top-level,"['model', 'disastrous', 'like', 'new', 'model', 'io', 'totally', 'crap', 'nothing', 'work', 'properly', 'usb', 'type', 'worst', 'connection', 'history', 'type', 'connection']"
UgwUi-tgLzAoL2SkMzB4AaABAg,root,@harik4489,Trash 16,1725235200,0,,2024-09-02,8,Top-level,['trash']
UgxuU-6OTfDcmp4K5o94AaABAg,root,@namename1,Iphones are like porsches 911 every year are the same,1725235200,0,,2024-09-02,53,Top-level,"['iphones', 'like', 'porsches', 'every', 'year']"
Ugz3m7z20jWV2lXfsQl4AaABAg,root,@tilak231,"So collected iPhone X and Xs and then changing a bit and making ""New"" design! :D",1725235200,0,,2024-09-02,80,Top-level,"['collected', 'iphone', 'changing', 'bit', 'making', 'new', 'design']"
Ugxj5JkvspXXs7rfSfx4AaABAg,root,@Phooti,"i hate the new iphone 16 camera design, looks super dull and bad",1725235200,1,,2024-09-02,64,Top-level,"['hate', 'new', 'iphone', 'camera', 'design', 'look', 'super', 'dull', 'bad']"
