comment_id,parent_id,author,text,published,like_count,is_top_level
Ugy6GcvDs70t2UKLl9Z4AaABAg,root,@M3M0000,Boring 👎🏻👎🏻👎🏻👎🏻👎🏻,1725235200,0,
UgwER0-0pfZn46QcLeJ4AaABAg,root,@TSS-rishabhS,Apple did it again 😂😂( the dissappointment🙄),1725235200,2,
UgwQN43Z4mCbErSp5a94AaABAg,root,@hafizmohamad9330,First impression: hate nip on camera lens. Just the first glances,1725235200,0,
UgyC78Fbn-2iD0o-7HJ4AaABAg,root,@umeshkhedkar646,just fooling the people with small adjustment and make billion and people go crazy lol,1725235200,0,
UgyC78Fbn-2iD0o-7HJ4AaABAg.A68dsEGSNIpA68hQdm0RE6,UgyC78Fbn-2iD0o-7HJ4AaABAg,@owenfens,I mean do this every few years most likely they’re modeling a new look probably will be iPhone17-18 either one of those,1725235200,0,
UgwJVlQ5qplLuyxBlAp4AaABAg,root,@motione3949,آيفون 16  تحسن في كاميرا البطارية الأداء و الشاشة,1725235200,0,
UgxCRpZts-uDvIRQrdR4AaABAg,root,@elleon1207,it looks good though. ngl i like it,1725235200,0,
Ugxd-oGXPjxlbFYMkbl4AaABAg,root,@HANI_SINGH.,Nothing changed and they say i phone is better than android,1725235200,0,
UgyOXcM_C8g7D11Jjex4AaABAg,root,@sprkxxxx,All this new phone market looks the same.. I miss the Nokia era. Where every company has different taste on looks.,1725235200,0,
UgzXxYsyQAkq_bzNuQJ4AaABAg,root,@berisikmen,kami lebih suka vivo,1725235200,0,
UgxMUCsUrxycOqwNyxJ4AaABAg,root,@XD_Vear,Click bait 😂,1725235200,0,
Ugz-VxLcluXIWDNHkNt4AaABAg,root,@jellg2490,wow mind blowing design 🤯😝,1725235200,0,
UgxUfOUvBIPVupKrOip4AaABAg,root,@azimmaksum7290,Wait i thought this channel were dead.,1725235200,0,
UgycpS0-iYI7KKLI6tN4AaABAg,root,@kalithasanmahen9905,better go back to blackberry!! release from  mantel stress!! phone just for Call,1725235200,0,
UgzO-hi69rOLBzTJ6il4AaABAg,root,@naveenmaddila4763,The reason behind changing iPhone every year  is its battery 🔋 which is worst .,1725235200,1,
UgyWuG-diLLwsza3BgN4AaABAg,root,@joelface,"To me the beauty of the new Capture button is that it will open the camera app on your phone INSTANTLY as soon as it feels your finger on it. It can tell if it's a finger touching it compared to your pocket or whatever, so you won't activate it accidentally. The placement is also meant to encourage horizontal/landscape photography that will utilize the new spatial arrangement of the cameras. Spatial photography and video should be the default, and this is also designed to make the best videos for VR.. aka Vision Pro. So, in many ways the new iPhone is ALL about the new Vision non-pro that regular people might actually afford, though not easily. haha.",1725235200,3,
UgyWuG-diLLwsza3BgN4AaABAg.A68TKIYUxaBA6ItWIIqBDK,UgyWuG-diLLwsza3BgN4AaABAg,@Jv9569,The s10e already did something similar with  the navigation gesture on power button and it had another mappable button as well.,1725235200,0,
UgyWuG-diLLwsza3BgN4AaABAg.A68TKIYUxaBA6IwUQhsb1V,UgyWuG-diLLwsza3BgN4AaABAg,@joelface,@Jv9569  awesome! Is it good?,1725235200,0,
UgyWuG-diLLwsza3BgN4AaABAg.A68TKIYUxaBA6m1G1Pvgy5,UgyWuG-diLLwsza3BgN4AaABAg,@Moon_Presence,"VR aka Vision Pro? VR was around WAY before the Vision Pro, f*ckin ret*rd.",1725235200,0,
Ugx8HDK4GxdPlZ62iPl4AaABAg,root,@MisterDoggieDogg,😂😂,1725235200,0,
UgwbwPMVDfxHWtqmOOF4AaABAg,root,@ChargerInHell,The black matte finish is dope.,1725235200,0,
UgyaSZjek9PMoj_wSid4AaABAg,root,@YindrichSpivak,"I would like to inquire about the lack of revolutionary innovations from Apple in recent years. Despite the absence of groundbreaking advancements, the company's products have remained largely unchanged over the years. I express my profound longing for the visionary leadership of Steve Jobs during this period of stagnation.",1725235200,0,
Ugy0pXoYLISrHXyWA3V4AaABAg,root,@RB_Nation-1014,apple went to iphoneX,1725235200,0,
Ugz4kwVCyE64BCgDO0t4AaABAg,root,@ezpeezee5368,too late. already seen other video like this.,1725235200,0,
UgxyxhpEw3MaMAwGX714AaABAg,root,@jessiedunaway1687,We need a major change not the same old shittttt😮,1725235200,0,
Ugw88_ELcyCRZcXZL8V4AaABAg,root,@gdeco707,iPhone been looking the same in the past couple of years,1725235200,0,
UgzKki-j5Q-g-E1ln0x4AaABAg,root,@rktbycc,"Nah bro, that was intentional",1725235200,0,
UgwQ-ga5ZZ9gagtO5m54AaABAg,root,@evelyntorres9662,So are you saying they’re bringing back the Sim card slot? I will be so thrilled.,1725235200,0,
Ugwcvs7x8U-2e8YXljB4AaABAg,root,@karanveersingh7346,Looks like nothing phone 1,1725235200,0,
UgxD-gfZm4MwmzbLUwl4AaABAg,root,@MovesMcgee1,I love this series. Every year you get the fake ones and review them. It’s always entertaining😂,1725235200,1,
UgyoYNnGHaC9YWuJGq14AaABAg,root,@pr0jectzeus914,"It would be awesome if they just manage to remove the camera bump on the backside, on just creating nonesense camera placement",1725235200,0,
Ugzt1X8CYMuZkv0uGh14AaABAg,root,@gproductioncorp,Looks like android phone! 😑 No way,1725235200,0,
Ugx3TnD67vBriZo6gBt4AaABAg,root,@chrispawl,Where the hell do film these? The room is huge,1725235200,0,
Ugx3TnD67vBriZo6gBt4AaABAg.A68Js06c7kCA6Cki7cGAnf,Ugx3TnD67vBriZo6gBt4AaABAg,@DiegoHernandez-ry2df,Batcave,1725235200,0,
Ugxxkrh9LeJkfU3BiO94AaABAg,root,@vaibhavthathola1850,Same hardware same specs.... Why does Apple even bother to release one every year.,1725235200,0,
Ugz4NR1fUBNUS-mU8jV4AaABAg,root,@40RALPH718,😅😅😅😅,1725235200,0,
Ugw_3X1iGgrSYTofTwN4AaABAg,root,@roshanekka8210,Watching from my 15 pro,1725235200,0,
UgwMV34S8PMxEAHZTTB4AaABAg,root,@LBYINCHINA,"4:01 may not be a secondary button, most likely the 5G mmWave antenna.",1725235200,0,
UgyU4Ub9U6Sq_lMYwQh4AaABAg,root,@jaunabbas5595,Iphone 12>>>iphone 16😂😂,1725235200,0,
UgyHqLuWwY5nzinsr_R4AaABAg,root,@fluffysharkdatazz9460,"They could focus on just blasting the internals and doing nothing to it. Cuz really all they can do from here is remove the cutout, remove bezel, and remove the camera bump.   It’ll be probably decades before we can get a sheet of glass that has info on it without being unreliable or needing a border",1725235200,0,
UgyW4n3pgwXqBVKRskB4AaABAg,root,@tpp4007,That looks so DIFFERENT! 🙄,1725235200,0,
UgyJ9s6aBDKSB4ZRyuN4AaABAg,root,@JERZEYPRO,0:20 exactly,1725235200,0,
UgwCAF0Aqb1mYKNPXmh4AaABAg,root,@rjraj1323,Iphone x: oh yeah,1725235200,0,
Ugwnhzu-04jj4JBkDZp4AaABAg,root,@mbless2011,me watching this on my iphone6 plus😊,1725235200,0,
UgyPVNvzDR0S6wbjiwp4AaABAg,root,@pateng9919,"😅almost a poco phone,non pro🤟luv it",1725235200,0,
UgzxGCTDw58I5HbrpEp4AaABAg,root,@MiserableLemon,Can yall pls answer what happened to LewLater?? It was my fav pod :/,1725235200,0,
UgySeBMeF0xpmTxmG1t4AaABAg,root,@okaythatsfunny1633,All those iPhones and I just wanna play Warzone mobile ..,1725235200,1,
UgxjoKJnMdwWT0a5wVl4AaABAg,root,@goelat2267,I’m still rocking with the iPhone 8,1725235200,0,
UgwdWblZ2hf-ttipDc14AaABAg,root,@oagente.imobiliario,I have an eight 👍🏻,1725235200,0,
UgyXnpVYElOcNTKjbwl4AaABAg,root,@MrScotty30,Yeah at this point I’m done with Apple. Probably going Vivi ultra or honor fold 3,1725235200,0,
UgxQ-YPMDheYf_dhL994AaABAg,root,@paolosbalchiero1457,24 Mil tech channel doesn't know about the new camera button / touch swipey zoomey thing?,1725235200,0,
UgzBqsXNai-Q9J20TwV4AaABAg,root,@blakelmj,I’m confident they’re going to brag about how the new iPhone Pro models have the highest screen to body ratio on an iPhone. Increasing screen size is obviously going do that.,1725235200,0,
UgynmhHXx9ZnUcVXIw94AaABAg,root,@ExE_9808,Samsung lookin ahh back,1725235200,1,
UgwB-njziHfHI2uyhyl4AaABAg,root,@mojonaw3211,Make Cameras Flush Again!,1725235200,0,
UgzvREipavFDFqEJqgp4AaABAg,root,@kyle8761,"I have been watching you since before you had a million subs! You always said you don’t do propoganda, this is just click bate",1725235200,0,
UgyCtp21rKfGfIyuUg94AaABAg,root,@Nihalnavas777,This is nothing,1725235200,0,
UgyBGSkLzHznI5Ik9cp4AaABAg,root,@Madbomber2024,"Apple are so boring these days. No to foldables or flips. No to 4 cameras. If these mockups are correct, absolutely nothing new from Apple yet again",1725235200,0,
Ugylj_2B39z-Pojl6VB4AaABAg,root,@Azrael_Em,They just replace the 5 with a 6 wow,1725235200,0,
UgwDaxJAHiPH_qyUXFJ4AaABAg,root,@spongeBloob,Every 2 -3 years is fine with me,1725235200,0,
UgxdnknQHL7e1K7HZf14AaABAg,root,@darksaga80,"iphone taking another design page from Samsung.  If you needed any more clues that Apple has completely conceded the market to Samsung, here it is.  Tim Cook has done nothing to but take a product other companies used to chase and make it completely irrelevant every time they release another .00001% improvement from the previous model and still charge people an arm and leg because of the design. The design that died about 10 years ago.   If you still use Apple products, congrats on continuing to be apart of the largest cons in wireless history.",1725235200,0,
Ugx4BYpynkxki7WmtEB4AaABAg,root,@falcon81701,Anyone with I phone 13 14 and 15 need not upgrade. Hell even the 11 and 12 is acceptable if you don’t care about 120hz,1725235200,0,
UgyoP2yV6h7xyaBxD2B4AaABAg,root,@onlysuncorp,What happened to Lew Later?,1725235200,0,
UgxhBRFA9MTXb5W4N1B4AaABAg,root,@TheUFOSeeker22,Idc what anyone says I’m moving on from my 12 pro max to the 16 pro max. 5 year old phone is starting to show age in battery and performance(worst 5G antenna),1725235200,0,
Ugx2OZrJAESnNrfpnQl4AaABAg,root,@rajantiwary9,"this is the best iphone, we have ever made!",1725235200,0,
UgzFFomAugkDmeq136R4AaABAg,root,@Nikos3060,me watching this on my iphone 11 not seeing any reason to upgrade,1725235200,0,
UgzA4tgQ4-whtjFEGlF4AaABAg,root,@Stazsaber2.0,No One Cares 🤡,1725235200,0,
Ugxo0BqVKdZHT72vSrN4AaABAg,root,@alejandroochoa3541,"Watching this on my iPhone 12 Pro, and it looks like i’ll pass on the “new” iphone for the 4th year straight. BOOOOORING",1725235200,0,
UgwsQ16F3JY8E50lgx14AaABAg,root,@willcampbell8719,The extra button is rumoured to be a shutter button for taking photos,1725235200,0,
Ugy2Woho2CCDnoY8Yct4AaABAg,root,@zajdabneeg,Those do exist they being made in china before they get to apple brain people in the US,1725235200,0,
UgwqG6G-M92fmGA1R0Z4AaABAg,root,@princevashishth9831,I mean this looks batter,1725235200,0,
Ugy35NZyF1WUduHkmnl4AaABAg,root,@zerotron9531,Iphone 14 Pro Max gang where ya at 🔥,1725235200,0,
UgwJEy-H13MkDxCkXRN4AaABAg,root,@Senan618,What’s the point of apple releasing a new phone everyear they all look the same,1725235200,0,
Ugxd97QZM1wC81UKjlt4AaABAg,root,@bangus4785,apple is insane im still using the iphone 11,1725235200,0,
UgxbuyJh64_SlQKA9xV4AaABAg,root,@wadahabdalla2759,Definitely a faliure against any android,1725235200,0,
UgxL_lbVKtYJCTGOWiV4AaABAg,root,@Luguash1,Samsung looking more like iPhone and iPhone looking more like Samsung.,1725235200,0,
Ugyl-25f0mshgeTPbVx4AaABAg,root,@amethyst4430,"No folding yet, im out of apple garbage same iphone every year since iphone 11",1725235200,0,
UgwgCEwCyAu5ZroDP1l4AaABAg,root,@zzemi99,I noticed that lately you had often a clickbait headline. I guess that 20 million subs are not enough.,1725235200,0,
Ugw2s_UJfXGqocafTcV4AaABAg,root,@DanielA-lp7sw,Will used to be more on screen … now you can barely hear him,1725235200,0,
UgyDM762cY6mCY6XlC54AaABAg,root,@marcust123,What happened to the whole new design everybody said was happening?,1725235200,0,
UgyxFA8meY9aW3UD7Kt4AaABAg,root,@traviscash1988,"I have the 14, I’ll wait till the 18 comes out to upgrade. It’s pointless to upgrade every year.",1725235200,0,
Ugyxru2PNXsx_CucMFl4AaABAg,root,@HarrySingh-dn6yq,apple is more software than hardware,1725235200,0,
Ugyv_aKJrvXrZ4Pg1Kt4AaABAg,root,@arthursmithiv8386,Apple be slick…moves the camera so you always need a new case with the new model😂,1725235200,30,
Ugyv_aKJrvXrZ4Pg1Kt4AaABAg.A67kR9DFCnlA7ImJLlNmqB,Ugyv_aKJrvXrZ4Pg1Kt4AaABAg,@nessesitoburrito8873,The 11 vertical the 12 diagonal the 13 diagonal the 14 diagonal 15 diagonal 16 let’s go back to vertical makes a lot of sense. Maybe they can’t tell the difference because the camera sensors got larger.,1725235200,0,
Ugyv_aKJrvXrZ4Pg1Kt4AaABAg.A67kR9DFCnlA85PcFWikAD,Ugyv_aKJrvXrZ4Pg1Kt4AaABAg,@hmu05366,But who buys a new phone every year anyway?  My phone is 5 years old and it and the case are done,1727827200,0,
Ugw9QMrr3Jzvucopd514AaABAg,root,@AkramBaig2689,Apple are so tight 😅,1725235200,0,
UgwjGGQryXAQavW8ejh4AaABAg,root,@jashar7,Unsubscribing man you have become a slave for companies you have no sanity you give good reviews to everything which is wrong some products are garbage yet you for your money care the most bit about the customers shame on you.,1725235200,0,
Ugx1t8OY0UGzqNuL1dB4AaABAg,root,@Jordan5784,That empty building giving you echo,1725235200,0,
UgyQ6xTVPKwJKlJ-YNl4AaABAg,root,@charleswilliams8783,16 pro max,1725235200,0,
UgzhybcLsbkYxgk250V4AaABAg,root,@8CoochieMonster9,That was underwhelming 😮‍💨,1725235200,0,
Ugxpt-PBvErj_4RQdmV4AaABAg,root,@babogam,told someone the 16 was going to look like the 12 and they didn't believe me,1725235200,0,
UgxQtgQ3i-h1o7izuVF4AaABAg,root,@jordmane,This clickbait shit has to stop. You are a fuckin bum UnboxTherapy,1725235200,1,
UgyaV5PWaFfZK4vWbV54AaABAg,root,@Beasterinar,Same but different but the same,1725235200,0,
Ugy7bHe2dNkk_jcdH_Z4AaABAg,root,@diegoomarguzmanaguilar8641,"IPhone 13, 14, 15 have no difference",1725235200,0,
Ugw2LDizoeTriV7MwMl4AaABAg,root,@ballsupm.v.k4756,I like the new design,1725235200,0,
UgzD9bd9m7X_iVvDB2Z4AaABAg,root,@RickyCanDo,"Too much echo, like I’m at a baseball game.",1725235200,0,
UgwsJovV5YGho9FWZRh4AaABAg,root,@Possum1632,Christ. That was a whole lot of absolutely nothing.   And it was eleven minutes.,1725235200,0,
Ugy1WJADHVc48Lo0KFR4AaABAg,root,@baconpancakes8899,iSamsung,1725235200,0,
UgyJ_9-0qlQbNP5ek0N4AaABAg,root,@baconpancakes8899,"Samsung becoming iPhone, iPhone becoming samsung",1725235200,0,
UgyPFed6iCdN3GYoAOJ4AaABAg,root,@adimov,"Guys, once you stop buying them, they will change the design and everything :) it's so simple.............",1725235200,0,
UgyvOqlYW09wX1VVN254AaABAg,root,@DAVID-33-11,VERY GOOD SOCIAL THERMOMETER TO KNOW IF THE MASSES LIKE THE NEW DESIGN,1725235200,0,
UgzvY6qvMGlJ7oCEdFx4AaABAg,root,@5P1RE,Мне одному не нравится новый дизайн?,1725235200,0,
Ugw1-bkn0xs9G6UGspN4AaABAg,root,@SDav21,"I dont even understand why people buy apple and Samsung anymore. The Chinese literally have better phones in every aspect. Honor, Xiaomi, Oppo, Vivo, Huawei all have better phones and way more interesting designs.",1725235200,0,
UgwPJ1BTNzmybFhcdfp4AaABAg,root,@MrGreenStellar,Bro doesn’t even know the Capture Button💀,1725235200,0,
Ugwi8bmFdSje1uKnz3l4AaABAg,root,@simaue8422,Im just gonna stick to my iphone 13 mini for a while….,1725235200,0,
UgwdWLPuR21cFFbgkWR4AaABAg,root,@tinashekubiku9627,Apple lacks innovation they have been selling the same phone times and again and surprisingly people would still buy it to keep up with the latest trends wow,1725235200,0,
UgxhCXmcRRUNvGT2YHl4AaABAg,root,@harrycoholic,"I see what  u did @ 1:27 …a dedicated button,,,chilling with many indians are we? 🙃🙃😝",1725235200,0,
UgxhCXmcRRUNvGT2YHl4AaABAg.A67deLIE4IbA83gN-oUSgj,UgxhCXmcRRUNvGT2YHl4AaABAg,@pathoops,WHAT,1727827200,0,
UgwHlmJRRWsSw06CV9J4AaABAg,root,@PapaSmurfBowen,Isn’t that button been all on the web the new capture button in connection to moving the cameras due to camera button and for spatial recording across the range,1725235200,1,
UgyMKaHC7ubCrwDq7Lh4AaABAg,root,@Manwell-TV,I feel pathetic having watched this until the end,1725235200,0,
UgxobZw7JulopPDtbTB4AaABAg,root,@deathblowout,⚠⚠⚠CLICKBAIT CLICKBAIT CLICKBAIT! ⚠⚠⚠,1725235200,0,
UgycqkSPtMF_eN1oAUp4AaABAg,root,@AmogelangMatlala-cq2pz,where can i get this,1725235200,0,
UgwyvVLuh0scP_q9rG54AaABAg,root,@msb3079,"Do you purposely act clueless in these videos? You work in this industry, you can't possibly be this clueless. Not knowing about the action button. Thinking colors matter on dummy phone. Saying the non pro phone would retain a titanium frame when they don't have titanium frames. Not knowing the expected size differences for the pros. Weird act to pretend to be clueless.",1725235200,0,
Ugz878oSFgKcqsHCsxF4AaABAg,root,@SinghzyYT,Turn on the phone 😂,1725235200,0,
UgzSBwp2xSZhR8ZYaB54AaABAg,root,@jagdishpurushothama,Yawnnnnnn........,1725235200,0,
UgxqQULnTEyH4Tun9Yl4AaABAg,root,@MrJoeMarc,"No matter what design it is, apple user still will buy it and i am one of them 😂",1725235200,1,
Ugw_cGbyoQGbrCxTI1h4AaABAg,root,@ran.dom-editsnfx,"Just got upgraded from iPhone 6S Plus to iPhone 15 Pro Max, and definitely will be using it for more than 5 years. Next iPhone upgrade may be iPhone 23 LOL",1725235200,0,
Ugw_cGbyoQGbrCxTI1h4AaABAg.A67Yr65r4-PA67aNY_ISVM,Ugw_cGbyoQGbrCxTI1h4AaABAg,@CrazyLocoInsane1,I’m using a iPhone 11 I guess it’s not that old but I probably will wait until the iPhone 20 hopefully.,1725235200,0,
UgwdYR_Ch7Jz-Au8WSd4AaABAg,root,@andersonsady,omg tiu are so hot now,1725235200,0,
UgxH7Dir3W8LsS_p4FJ4AaABAg,root,@Watch3r.,"The new camera placement for vanilla 16 and plus looks like Oppo or Vivo phones or other android phones. It looks cheap. The diagonal placement for my 15 and lowers models feels very exclusive. Unless they go back to diagonal placement  in 17 or moving forward, I'll stick to the lower models",1725235200,0,
Ugxi8r32Iu0EFXwKHQR4AaABAg,root,@Bazookaa913,It looks like a common android phone 😂😂,1725235200,0,
Ugx5b2Ej_tOcJ5UHS-d4AaABAg,root,@jo_7,Iphone 16 camera layout looks like samsung device,1725235200,0,
UgyBdHmI_3S0CFvo1Lt4AaABAg,root,@danl6852,"I’m keeping my 15 pro max and waiting at least 2 more years to get what ever comes out, it’ll probably be the better model of the 16",1725235200,0,
Ugyr6_LUPo36JXATUvp4AaABAg,root,@drippyyello7413,That ain’t the I phone that tik tok I phone 💀,1725235200,0,
Ugy7WmdKN-0pJxQRtsl4AaABAg,root,@windyblackrose,"I’ve used both Samsung, Apple, etc.  The device I used to own: 2013-ish Acer Liquid Z3 (rooted) 2015 AIS LAVA IRIS 708 (rooted) 2016 Samsung Galaxy Grand (rooted)*the phone my mom pass it to me 2019 Realme 5 (stock) r.i.p  2023 iPhone 13 Pro Max (stock)  Rn I’m really happy with my iPhone But I also want to try other flagship phone too",1725235200,0,
UgyxFjtYNq-8UhBgtPR4AaABAg,root,@zel4365,That’s a lot of fucking buttons,1725235200,0,
UgzudfrZOOuTBZtBUGt4AaABAg,root,@MyPapa16,Apple just keeps getting away with it and stupid consumers just keep gobbling this sh*t up.,1725235200,0,
UgzYBYEAVY9ec4w4vIR4AaABAg,root,@galvinm9589,Am having a feeling that unbox therapy is going old does anyone else feel the same ? Don't get me wrong but i feel something is missing it use to be fun watching with my frd 10 years back n use to feel exciting but nowadays the emph has gone down,1725235200,0,
UgxO2iPDMgCktuPSHgd4AaABAg,root,@philipmachar,I hate the camera layout,1725235200,0,
UgzLs7BMUJ53voxbYMx4AaABAg,root,@its_CHAT,Give me 15,1725235200,0,
UgwyKq12MBrnD4qOngh4AaABAg,root,@Pineapppple_ab,Who is reading the comments from iPhone 16 😂😂😂😂,1725235200,0,
UgxtVeBGjmDRnnNAtO54AaABAg,root,@EmilioSendin,"Watch TikTok ppl hating on the new iPhone models when they release, since they’re hardly affordable like always, 999$ starting price like an always fake introduction. You end up paying almost 1,500$ for the base of 256GB. It has never changed folks",1725235200,0,
Ugz9PDWo8hKwtOzeimh4AaABAg,root,@Outlawhas19,I wish the pro max had red as a color,1725235200,0,
Ugwa3u4S0LCiJNgptBF4AaABAg,root,@tokacetik,"I will purchase a small pineapple and try to use energey from it to power a screen of algae and made from a thin slice of the fruit itself, and then use an open-source method to create an device and operating system that will replicate an iPhone. It will be a bit huge but I can carry it like I would carry any normal pineapple, especially using the leaves as a handle.",1725235200,0,
UgxewoiOWoOpNMtlRId4AaABAg,root,@thesharkey5895,iPhone 11 😂 is back with new name as16 pro.. Lol 😆,1725235200,0,
UgxjiLgGXMOzelRVGrh4AaABAg,root,@lonnekhalid2395,Finally I want to shift to iPhone 16 from my iPhone X,1725235200,0,
UgxVD2Kj0UkSxoOZicd4AaABAg,root,@bestbryanusa,superb video,1725235200,0,
UgydxWJGm_lsVEqj6994AaABAg,root,@tgw332,And I'm not even a Apple fan boy at all I really don't like Apple products at all but if it's some earbuds or headphones I can get down with that but the phone I can get jiggy with it if I was the one to create a brand new iPhone I would make it look more futuristic by the Red magic 9 pro,1725235200,0,
Ugy5G75qd2niryoiKNh4AaABAg,root,@dukelanga3930,The 16 base model cameras look clean 🧼,1725235200,13,
UgzeZCNPTelVJGJq_kF4AaABAg,root,@tgw332,This is just my opinion in the end you can love it or you can hate it it's your choice you by the phone so any day you like it or you don't like it but any of the day you can't really complain once you buy it lol,1725235200,0,
UgyEUVjiqkYFvMIvynB4AaABAg,root,@tgw332,Same colors same phone no different body structures no upgrades just the same phone versus Red magic PC gave me smartphones you get a different design every time you buy a brand new red magic phone🎉🎉🎉,1725235200,0,
UgxxvFH4Xn4dr7hYOzx4AaABAg,root,@tgw332,I use red magic phone PC Android phone,1725235200,0,
UgyqxV4KcSygxwJxHbh4AaABAg,root,@tgw332,😂😂😂 lmfao damn Apple users I feel bad for y'all basically you're buying the same phone lol,1725235200,0,
UgyBuEotzd8rGUka9NB4AaABAg,root,@gkoknok6076,BORING.,1725235200,0,
UgxNU1Id1ljtPTK2cSl4AaABAg,root,@annoymouse890,If the capture button is where the sim usually would be then where do I put my sim in an eu model,1725235200,0,
UgzOZ9dQsPY80QyA3vF4AaABAg,root,@vstr,clickbait title super annoying,1725235200,0,
UgxjUY36dybk_pWnnZJ4AaABAg,root,@jorges2000,"No thank you, I’ll stick with my 13mini.",1725235200,0,
UgxnNgdKrIvZ_RqbVDp4AaABAg,root,@DudeGamer8,"At this point, the joke is truly on us if we continue to buy iPhone, we are the one complicit in making Apple get away with this year over year.",1725235200,0,
UgzoCYuABRlBJ5tsMv14AaABAg,root,@TheCyberguycpt,"As someone already commented, we don’t need a new iPhone every single year,. Apple spends so much time during the keynote saying how they’ve gone greener and the one thing they could do to go even greener they never will.",1725235200,0,
Ugy7nQhAKKg31pgZXTd4AaABAg,root,@EvilCreedy,Dat echo tho…,1725235200,0,
UgziHTxuP01BEc73v9B4AaABAg,root,@baturvardar123,"guys, enough with your ""it's all the same"" gag. iphone's are designed to sell a new phone every 3 years on average. so if you have iphone 14 or 15, don't expect anything new or exciting. if you have iphone 13 it depends on it's current state. if you have iphone 12, you would definetly want the new model.",1725235200,0,
UgyfGU2zFR0rs5qANMF4AaABAg,root,@unboxingpro666,haha I wish I could get it one for testing Lol,1725235200,0,
Ugy8LV2gRrwK4CnP0FB4AaABAg,root,@jairuz637,They're the same picture.,1725235200,0,
UgyL56jrk7HZWFU97f14AaABAg,root,@PlusIvIinuS,"They're not even trying to innovate anymore. Just, ""here a new version of the same thing."" I'm an iPhone user and I appreciate it very much but I no longer anticipate new models because it's always a slight variation of the exact same thing from the previous year.",1725235200,0,
UgwIEe-YkigGxDVQlzp4AaABAg,root,@rael_collectiontownsend6515,Changing to Samsung next year 😢,1725235200,0,
UgyuV322_zzijbIcpF14AaABAg,root,@lloydkranz8159,Damn I’m still on the 7,1725235200,0,
UgxAzEyWPZLofpuUZsF4AaABAg,root,@Prem1417,"So they ""uglified"" themselves.",1725235200,0,
UgwUZPRWeJbbt3RuS2J4AaABAg,root,@i_am_ROX,How unfortunate you don't know about capture button 😂,1725235200,0,
UgzyttD5emP-ZnrNXDF4AaABAg,root,@TheBanjoShowOfficial,whats up with this background? liminal space?,1725235200,0,
UgzxQsG2FXDh71pz5r14AaABAg,root,@carlg5086,Overpriced american junk assembled in china.,1725235200,1,
UgwtigE11KrfPsB8AcN4AaABAg,root,@Albin.og.in.Canada,Me here rocking my 13 mini. Not upgrading until apple releases another mini.,1725235200,0,
Ugw7eUq3s6jCfAGsfOl4AaABAg,root,@forestantemesaris8447,"Apple will call this a ""creative all new design""",1725235200,0,
Ugy5uPgWQrSysL5bHQh4AaABAg,root,@Andy-xd7ng,"I went from 14 PM to 15PM both in 1TB just coz of the colour and the ram... went from 6gb to 8gb RAM... went from the purple one to the natural titanium... this year I'm happy with the colour but do want a bigger screen.... I may give it a miss.... and wait for the 17PM which should have more ram, maybe 14gb designed for AI... and AI will hit the 15PM... ram is the same from 15PM to 16PM and that sometimes closes out my safari tabs and is anoying...  AND the camera bump should be different on the 17PM... total overhaul .... sticking to the max memory is expensive!!! cheers! got these rumours from MAX TECH CHANNEL....",1725235200,1,
UgwNHkDXeGZ72nsuqi94AaABAg,root,@AD-ll4iz,so are we still gonna shill this peice of shit company thats taking advantage of us? when are we gonna wake up.....,1725235200,0,
UgzoJ0xYl2f1jH18FH54AaABAg,root,@GadgetInspektor,Wonder if someday the cameras will be poking far enough out the case to make it possible serving as a stand.,1725235200,0,
UgxLq0i0x-xsC3K4CCB4AaABAg,root,@yakooboliver,I'm buying SE.  Don't need to pretend to be a rich a$$h0le. Loved the last se and now I'll definitely gonna upgrade.,1725235200,0,
UgzvQe2l-aS-d7Vr2pJ4AaABAg,root,@sohaib2131,"So, its iPhone s16 Ultra",1725235200,0,
UgzIfVMF9DI3kcAnlcJ4AaABAg,root,@bahubali9799,Is that nothing phone ahead of apple cause.. cmf has launched..,1725235200,0,
Ugxs62ekU-ZDbSkFW8J4AaABAg,root,@Saint_Joon,"When my sister got the base model iPhone 15 was still smaller than my iPhone 11 base model, the plus is almost similar size and my mothers old iPhone 7 pro was 2x larger in area than my iPhone 11 so I’m sure the phone is getting smaller also the iPhone 16 base model (I might get even tho) looks way to similar to my 11 design. Because of the trash performance of Apple should I choose Samsung galaxy s24 or the new 16?",1725235200,0,
UgzGyouVV_MBMHyqtXN4AaABAg,root,@krysiebitsy,Reminds me of the iPhone 10…. Nothing visually fancy or different.,1725235200,0,
UgwGDJGAPPI4Lww6qDB4AaABAg,root,@kawaki3556,So what happened to the whole scientific reason behind diagonal camera lenses for better photography 😆,1725235200,0,
Ugy5CzbQTaN8u9kF2KJ4AaABAg,root,@aoushnik1634,isnt the vertical camera setting simmilar to nothing phone 2?,1725235200,0,
Ugw1tEkNXOeQcL3Ch7R4AaABAg,root,@ridemnt,Groundbreaking!,1725235200,0,
UgzCBN-mYy9N5cSeas94AaABAg,root,@barryserpa5174,I thought Apple got rid of the SIM cards,1725235200,0,
UgzCBN-mYy9N5cSeas94AaABAg.A67DhJ3k08wA74wYhNUJtg,UgzCBN-mYy9N5cSeas94AaABAg,@Just_a_random_birb,In US only,1725235200,0,
